instance,outcome,possessing team
7789,success,home team
7790,success,home team
7791,success,home team
7792,success,home team
7793,success,home team
7794,success,home team
7795,success,home team
7796,success,home team
7797,success,home team
7798,success,home team
7827,success,home team
7828,success,home team
7829,success,home team
7830,success,home team
7831,success,home team
7832,success,home team
7833,success,home team
7841,success,home team
7842,success,home team
7843,success,home team
7844,success,home team
7845,success,home team
7846,success,home team
7847,success,home team
7848,success,home team
7849,success,home team
7850,success,home team
7851,success,home team
7852,success,home team
7863,success,home team
7864,success,home team
7865,success,home team
7866,success,home team
7867,success,home team
7868,success,home team
7869,success,home team
7875,success,home team
7876,success,home team
7877,success,home team
7878,success,home team
7879,success,home team
7880,success,home team
7881,success,home team
7882,success,home team
7883,success,home team
7884,success,home team
7885,success,home team
7886,success,home team
7887,success,home team
7888,success,home team
7889,success,home team
7890,success,home team
7891,success,home team
7892,success,home team
7893,success,home team
7894,success,home team
7895,success,home team
7896,success,home team
7897,success,home team
7898,success,home team
7899,success,home team
7905,success,home team
7906,success,home team
7907,success,home team
7908,success,home team
7909,success,home team
7910,success,home team
7911,success,home team
7912,success,home team
7913,success,home team
7914,success,home team
7915,success,home team
7916,success,home team
7917,success,home team
7918,success,home team
7919,success,home team
7920,success,home team
7931,success,home team
7932,success,home team
7933,success,home team
7934,success,home team
7935,success,home team
7936,success,home team
7937,success,home team
7938,success,home team
7939,success,home team
7940,success,home team
7941,success,home team
7942,success,home team
7943,success,home team
7944,success,home team
7945,success,home team
7962,success,home team
7963,success,home team
7964,success,home team
7965,success,home team
7966,success,home team
7967,success,home team
7980,success,home team
7981,success,home team
7982,success,home team
7983,success,home team
7984,success,home team
7985,success,home team
7986,success,home team
7987,success,home team
7988,success,home team
7989,success,home team
7990,success,home team
7991,success,home team
7992,success,home team
7993,success,home team
7994,success,home team
7995,success,home team
7999,success,home team
8000,success,home team
8001,success,home team
8002,success,home team
8003,success,home team
8004,success,home team
8005,success,home team
8006,success,home team
8007,success,home team
8008,success,home team
8009,success,home team
8010,success,home team
8011,success,home team
8012,success,home team
8013,success,home team
8014,success,home team
8015,success,home team
8016,success,home team
8017,success,home team
8018,success,home team
8019,success,home team
8020,success,home team
8021,success,home team
8022,success,home team
8023,success,home team
8024,success,home team
8025,success,home team
8026,success,home team
8027,success,home team
8028,success,home team
8029,success,home team
8030,success,home team
8031,success,home team
8032,success,home team
8033,success,home team
8034,success,home team
8035,success,home team
8036,success,home team
8037,success,home team
8038,success,home team
8039,success,home team
8040,success,home team
8041,success,home team
8042,success,home team
8043,success,home team
8044,success,home team
8045,success,home team
8046,success,home team
8047,success,home team
8048,success,home team
8049,success,home team
8050,success,home team
8051,success,home team
8052,success,home team
8053,success,home team
8054,success,home team
8055,success,home team
8056,success,home team
8057,success,home team
8058,success,home team
8059,success,home team
8060,success,home team
8061,success,home team
8062,success,home team
8063,success,home team
8064,success,home team
8065,success,home team
8066,success,home team
8067,success,home team
8068,success,home team
8069,success,home team
8070,success,home team
8071,success,home team
8072,success,home team
8073,success,home team
8074,success,home team
8075,success,home team
8076,success,home team
8077,success,home team
8078,success,home team
8084,success,home team
8085,success,home team
8086,success,home team
8087,success,home team
8088,success,home team
8089,success,home team
8090,success,home team
8091,success,home team
8092,success,home team
8093,success,home team
8094,success,home team
8095,success,home team
8096,success,home team
8097,success,home team
8098,success,home team
8099,success,home team
8100,success,home team
8101,success,home team
8102,success,home team
8103,success,home team
8104,success,home team
8105,success,home team
8106,success,home team
8107,success,home team
8108,success,home team
8109,success,home team
8110,success,home team
8111,success,home team
8112,success,home team
8113,success,home team
8114,success,home team
8115,success,home team
8116,success,home team
8130,success,home team
8131,success,home team
8132,success,home team
8133,success,home team
8134,success,home team
8135,success,home team
8136,success,home team
8137,success,home team
8138,success,home team
8139,success,home team
8140,success,home team
8142,success,home team
8143,success,home team
8144,success,home team
8145,success,home team
8146,success,home team
8147,success,home team
8148,success,home team
8149,success,home team
8150,success,home team
8151,success,home team
8152,success,home team
8153,success,home team
8154,success,home team
8170,success,home team
8171,success,home team
8172,success,home team
8173,success,home team
8174,success,home team
8175,success,home team
8176,success,home team
8177,success,home team
8178,success,home team
8179,success,home team
8180,success,home team
8181,success,home team
8205,success,home team
8206,success,home team
8207,success,home team
8208,success,home team
8209,success,home team
8210,success,home team
8211,success,home team
8212,success,home team
8213,success,home team
8214,success,home team
8215,success,home team
8216,success,home team
8217,success,home team
8218,success,home team
8219,success,home team
8220,success,home team
8221,success,home team
8242,success,home team
8243,success,home team
8244,success,home team
8245,success,home team
8246,success,home team
8247,success,home team
8248,success,home team
8249,success,home team
8293,success,home team
8294,success,home team
8295,success,home team
8296,success,home team
8297,success,home team
8298,success,home team
8299,success,home team
8300,success,home team
8301,success,home team
8302,success,home team
8303,success,home team
8304,success,home team
8305,success,home team
8306,success,home team
8336,success,home team
8337,success,home team
8338,success,home team
8339,success,home team
8340,success,home team
8341,success,home team
8344,success,away team
8345,success,away team
8346,success,away team
8347,success,away team
8348,success,away team
8349,success,away team
8350,success,away team
8351,success,away team
8352,success,away team
8353,success,away team
8354,success,away team
8355,success,away team
8356,success,away team
8357,success,away team
8358,success,away team
8359,success,away team
8360,success,away team
8361,success,away team
8372,success,home team
8373,success,home team
8374,success,home team
8375,success,home team
8376,success,home team
8377,success,home team
8378,success,home team
8379,success,home team
8380,success,home team
8381,success,home team
8382,success,home team
8395,success,home team
8396,success,home team
8397,success,home team
8398,success,home team
8399,success,home team
8400,success,home team
8401,success,home team
8402,success,home team
8403,success,home team
8404,success,home team
8405,success,home team
8406,success,home team
8407,success,home team
8408,success,home team
8412,success,home team
8413,success,home team
8414,success,home team
8415,success,home team
8416,success,home team
8417,success,home team
8418,success,home team
8419,success,home team
8420,success,home team
8421,success,home team
8422,success,home team
8423,success,home team
8424,success,home team
8425,success,home team
8426,success,home team
8427,success,home team
8428,success,home team
8429,success,home team
8430,success,home team
8431,success,home team
8432,success,home team
8433,success,home team
8434,success,home team
8435,success,home team
8436,success,home team
8437,success,home team
8438,success,home team
8439,success,home team
8440,success,home team
8441,success,home team
8442,success,home team
8443,success,home team
8444,success,home team
8445,success,home team
8446,success,home team
8447,success,home team
8448,success,home team
8449,success,home team
8450,success,home team
8451,success,home team
8452,success,home team
8453,success,home team
8454,success,home team
8455,success,home team
8456,success,home team
8457,success,home team
8458,success,home team
8459,success,home team
8460,success,home team
8461,success,home team
8463,success,away team
8464,success,away team
8465,success,away team
8466,success,away team
8467,success,away team
8468,success,away team
8469,success,away team
8470,success,away team
8471,success,away team
8472,success,away team
8473,success,away team
8474,success,away team
8475,success,away team
8476,success,away team
8477,success,away team
8478,success,away team
8479,success,away team
8480,success,away team
8481,success,away team
8482,success,away team
8483,success,away team
8484,success,away team
8485,success,away team
8486,success,away team
8487,success,away team
8488,success,away team
8489,success,away team
8490,success,away team
8491,success,away team
8492,success,away team
8493,success,away team
8494,success,away team
8495,success,away team
8496,success,away team
8497,success,away team
8498,success,away team
8499,success,away team
8500,success,away team
8501,success,away team
8502,success,away team
8503,success,away team
8504,success,away team
8505,success,away team
8506,success,away team
8507,success,away team
8508,success,away team
8509,success,away team
8510,success,away team
8511,success,away team
8512,success,away team
8513,success,away team
8514,success,away team
8515,success,away team
8516,success,away team
8517,success,away team
8518,success,away team
8519,success,away team
8520,success,away team
8521,success,away team
8522,success,away team
8523,success,away team
8524,success,away team
8525,success,away team
8526,success,away team
8527,success,away team
8528,success,away team
8529,success,away team
8530,success,away team
8531,success,away team
8532,success,away team
8533,success,away team
8534,success,away team
8535,success,away team
8536,success,away team
8537,success,away team
8538,success,away team
8539,success,away team
8540,success,away team
8541,success,away team
8543,success,home team
8544,success,home team
8545,success,home team
8546,success,home team
8547,success,home team
8548,success,home team
8549,success,home team
8550,success,home team
8551,success,home team
8552,success,home team
8553,success,home team
8554,success,home team
8555,success,home team
8556,success,home team
8557,success,home team
8558,success,home team
8559,success,home team
8560,success,home team
8561,success,home team
8562,success,home team
8563,success,home team
8564,success,home team
8565,success,home team
8566,success,home team
8567,success,home team
8568,success,home team
8569,success,home team
8570,success,home team
8571,success,home team
8572,success,home team
8573,success,home team
8574,success,home team
8575,success,home team
8576,success,home team
8577,success,home team
8578,success,home team
8579,success,home team
8580,success,home team
8581,success,home team
8582,success,home team
8583,success,home team
8584,success,home team
8599,failed,
8600,failed,
8601,failed,
8602,failed,
8603,failed,
8604,failed,
8605,failed,
8606,failed,
8607,failed,
8608,failed,
8609,failed,
8610,failed,
8611,failed,
8612,failed,
8613,failed,
8856,success,home team
8857,success,home team
8858,success,home team
8859,success,home team
8860,success,home team
8861,success,home team
8862,success,home team
8863,success,home team
8864,success,home team
8865,success,home team
8866,success,home team
8867,success,home team
8868,success,home team
8869,success,home team
8870,success,home team
8871,success,home team
8872,success,home team
8873,success,home team
8874,success,home team
8875,success,home team
8876,success,home team
8877,success,home team
8878,success,home team
8879,success,home team
8880,success,home team
8891,success,home team
8892,success,home team
8893,success,home team
8894,success,home team
8895,success,home team
8896,success,home team
8897,success,home team
8898,success,home team
8899,success,home team
8900,success,home team
8901,success,home team
8902,success,home team
8903,success,home team
8904,success,home team
8905,success,home team
8906,success,home team
8907,success,home team
8908,success,home team
8909,success,home team
8910,success,home team
8911,success,home team
8912,success,home team
8913,success,home team
8914,success,home team
8915,success,home team
8916,success,home team
8917,success,home team
8918,success,home team
8919,success,home team
8920,success,home team
8921,success,home team
8922,success,home team
8938,failed,
8939,failed,
8940,failed,
8941,failed,
8942,failed,
8943,failed,
8944,failed,
8945,failed,
8946,failed,
8947,failed,
8948,failed,
8949,failed,
8950,failed,
8951,failed,
8952,failed,
8953,failed,
8954,failed,
8955,failed,
8956,failed,
8957,failed,
8958,failed,
8959,failed,
8960,failed,
8961,failed,
8962,failed,
8963,failed,
8964,failed,
8965,failed,
8966,failed,
8967,failed,
8968,failed,
8969,failed,
8970,failed,
8971,failed,
8972,failed,
8973,failed,
9182,failed,
9183,failed,
9184,failed,
9185,failed,
9186,failed,
9187,success,home team
9188,success,home team
9189,success,home team
9190,success,home team
9191,success,home team
9192,success,home team
9193,success,home team
9194,success,home team
9195,success,home team
9196,success,home team
9197,success,home team
9198,success,home team
9199,success,home team
9200,success,home team
9201,success,home team
9202,success,home team
9203,success,home team
9204,success,home team
9205,success,home team
9206,success,home team
9207,success,home team
9208,success,home team
9209,success,home team
9210,success,home team
9211,success,home team
9212,success,home team
9213,success,home team
9214,success,home team
9215,success,home team
9216,success,home team
9217,success,home team
9218,success,home team
9219,success,home team
9220,success,home team
9221,success,home team
9222,success,home team
9223,success,home team
9224,success,home team
9225,success,home team
9226,success,home team
9227,success,home team
9228,success,home team
9229,success,home team
9230,success,home team
9231,success,home team
9232,success,home team
9233,success,home team
9234,success,home team
9235,success,home team
9236,success,home team
9237,success,home team
9238,success,home team
9239,success,home team
9240,success,home team
9241,success,home team
9242,success,home team
9243,success,home team
9244,success,home team
9245,success,home team
9246,success,home team
9247,success,home team
9248,success,home team
9249,success,home team
9250,success,home team
9251,success,home team
9252,success,home team
9253,success,home team
9254,success,home team
9255,success,home team
9256,success,home team
9257,success,home team
9258,success,home team
9259,success,home team
9260,success,home team
9261,success,home team
9262,success,home team
9263,success,home team
9264,success,home team
9265,success,home team
9266,success,home team
9267,success,home team
9268,success,home team
9269,success,home team
9270,success,home team
9271,success,home team
9272,success,home team
9273,success,home team
9274,success,home team
9275,success,home team
9276,success,home team
9277,success,home team
9278,success,home team
9279,success,home team
9280,success,home team
9281,success,home team
9282,success,home team
9283,success,home team
9284,success,home team
9313,success,home team
9314,success,home team
9315,success,home team
9316,success,home team
9317,success,home team
9318,success,home team
9319,success,home team
9320,failed,
9321,failed,
9322,failed,
9323,failed,
9324,failed,
9357,failed,
9358,failed,
9359,failed,
9360,failed,
9361,failed,
9362,failed,
9363,failed,
9364,failed,
9365,failed,
9366,failed,
9367,failed,
9368,failed,
9369,failed,
9370,failed,
9371,failed,
9372,failed,
9373,failed,
9374,failed,
9375,failed,
9376,failed,
9377,failed,
9378,failed,
9379,failed,
9380,failed,
9381,failed,
9382,failed,
9383,failed,
9384,failed,
9385,failed,
9386,failed,
9387,failed,
9388,failed,
9389,failed,
9390,failed,
9391,failed,
9392,failed,
9393,failed,
9532,failed,
9533,failed,
9534,failed,
9535,failed,
9536,failed,
9537,failed,
9538,failed,
9539,failed,
9540,failed,
9541,success,home team
9542,success,home team
9543,success,home team
9544,success,home team
9545,success,home team
9546,success,home team
9547,success,home team
9548,success,home team
9549,success,home team
9550,success,home team
9551,success,home team
9552,success,home team
9553,success,home team
9554,success,home team
9555,success,home team
9556,success,home team
9557,success,home team
9558,success,home team
9572,failed,
9573,failed,
9574,failed,
9575,failed,
9576,failed,
9577,failed,
9578,failed,
9579,failed,
9580,failed,
9581,failed,
9582,failed,
9583,failed,
9584,failed,
9585,failed,
9586,failed,
9587,failed,
9588,failed,
9589,failed,
9590,failed,
9591,failed,
9592,failed,
9593,failed,
9594,failed,
9595,failed,
9596,failed,
9597,failed,
9598,failed,
9599,failed,
9600,failed,
9601,failed,
9602,failed,
9603,failed,
9604,failed,
9605,failed,
9606,failed,
9607,failed,
9608,failed,
9609,failed,
9610,failed,
9611,failed,
9612,failed,
9613,failed,
9614,failed,
9615,failed,
9616,failed,
9617,failed,
9618,failed,
9619,failed,
9620,failed,
9621,failed,
9622,failed,
9623,failed,
9624,failed,
9625,failed,
9626,failed,
9627,failed,
9628,failed,
9629,failed,
9630,failed,
9631,failed,
9632,failed,
9633,failed,
9634,failed,
9635,failed,
9636,failed,
9637,failed,
9638,failed,
9639,failed,
9640,failed,
9675,success,home team
9676,success,home team
9677,success,home team
9678,success,home team
9679,success,home team
9680,success,home team
9681,success,home team
9682,success,home team
9683,success,home team
9684,success,home team
9685,success,home team
9686,success,home team
9708,success,home team
9709,success,home team
9710,success,home team
9711,success,home team
9712,success,home team
9713,success,home team
9714,success,home team
9715,success,home team
9716,success,home team
9717,success,home team
9718,success,home team
9719,success,home team
9720,success,home team
9721,success,home team
9722,success,home team
9723,success,home team
9724,success,home team
9725,success,home team
9726,success,home team
9727,success,home team
9728,success,home team
9729,success,home team
9730,success,home team
9731,success,home team
9732,success,home team
9733,success,home team
9734,success,home team
9735,success,home team
9736,success,home team
9737,success,home team
9738,success,home team
9739,success,home team
9740,success,home team
9741,success,home team
9742,success,home team
9743,success,home team
9744,success,home team
9745,success,home team
9746,success,home team
9747,success,home team
9748,success,home team
9749,success,home team
9750,success,home team
9751,success,home team
9752,success,home team
9753,success,home team
9754,success,home team
9755,success,home team
9756,success,home team
9757,success,home team
9758,success,home team
9759,success,home team
9760,success,home team
9761,success,home team
9762,success,home team
9763,success,home team
9764,success,home team
9765,success,home team
9766,success,home team
9767,success,home team
9768,success,home team
9769,success,home team
9770,success,home team
9771,success,home team
9772,success,home team
9773,success,home team
9774,success,home team
9775,success,home team
9776,success,home team
9777,success,home team
9778,success,home team
9779,success,home team
9780,success,home team
9781,success,home team
9782,success,home team
9783,success,home team
9784,success,home team
9785,success,home team
9786,success,home team
9787,success,home team
9788,success,home team
9789,success,home team
9790,success,home team
9791,success,home team
9792,success,home team
9793,success,home team
9794,success,home team
9801,success,away team
9802,success,away team
9803,success,away team
9804,success,away team
9805,success,away team
9806,success,away team
9807,success,away team
9808,success,away team
9809,success,away team
9810,success,away team
9811,success,away team
9812,success,away team
9813,success,away team
9814,success,away team
9815,success,away team
9816,success,away team
9817,success,away team
9818,success,away team
9819,success,away team
9820,success,away team
9821,success,away team
9822,success,away team
9823,success,away team
9824,success,away team
9825,success,away team
9826,success,away team
9827,success,away team
9828,success,away team
9829,success,away team
9830,success,away team
9831,success,away team
9834,success,home team
9835,success,home team
9836,success,home team
9837,success,home team
9841,success,home team
9842,success,home team
9843,success,home team
9844,success,home team
9845,success,home team
9846,success,home team
9847,success,home team
9848,success,home team
9849,success,home team
9850,success,home team
9851,success,home team
9852,success,home team
9853,success,home team
9854,success,home team
9855,success,home team
9856,success,home team
9857,success,home team
9858,success,home team
9859,success,home team
9860,success,home team
9861,success,home team
9862,success,home team
9863,failed,
9864,failed,
9865,failed,
9866,failed,
9867,failed,
9868,failed,
9869,failed,
9870,failed,
9871,failed,
9872,failed,
9873,failed,
9874,failed,
9875,failed,
9876,failed,
9877,failed,
9878,failed,
9879,failed,
9924,failed,
9925,failed,
9926,failed,
9927,failed,
9928,failed,
9929,failed,
9930,failed,
9931,failed,
9932,failed,
9933,failed,
9934,failed,
9935,failed,
9936,failed,
9937,failed,
9938,failed,
9939,failed,
9940,failed,
9941,failed,
9942,failed,
9943,failed,
9944,failed,
9945,failed,
9946,failed,
9947,failed,
9948,failed,
9949,failed,
9950,failed,
9951,failed,
9952,failed,
9953,failed,
9954,failed,
9955,failed,
9956,failed,
9957,failed,
9958,failed,
9959,failed,
9960,failed,
9961,failed,
9962,failed,
9963,failed,
9964,failed,
9965,failed,
9966,failed,
9967,failed,
9968,failed,
9969,failed,
9970,success,home team
9971,success,home team
9972,success,home team
10046,success,home team
10047,success,home team
10048,success,home team
10049,success,home team
10050,success,home team
10051,success,home team
10052,success,home team
10053,success,home team
10054,success,home team
10055,success,home team
10056,success,home team
10071,success,home team
10072,success,home team
10073,success,home team
10074,success,home team
10075,success,home team
10076,success,home team
10077,success,home team
10078,success,home team
10079,success,home team
10080,success,home team
10081,success,home team
10082,success,home team
10083,success,home team
10084,success,home team
10085,success,home team
10086,success,home team
10087,success,home team
10088,success,home team
10089,success,home team
10090,success,home team
10119,success,home team
10120,success,home team
10121,success,home team
10122,success,home team
10123,success,home team
10124,success,home team
10125,success,home team
10126,success,home team
10127,success,home team
10128,success,home team
10129,success,home team
10130,success,home team
10131,success,home team
10139,success,home team
10140,success,home team
10141,success,home team
10142,success,home team
10143,success,home team
10144,success,home team
10145,success,home team
10146,success,home team
10147,success,home team
10148,success,home team
10149,success,home team
10150,success,home team
10151,success,home team
10152,success,home team
10153,success,home team
10154,success,home team
10155,failed,
10156,failed,
10157,failed,
10158,failed,
10163,failed,
10164,failed,
10165,failed,
10166,failed,
10167,failed,
10168,failed,
10169,failed,
10170,failed,
10171,failed,
10172,failed,
10173,failed,
10174,failed,
10175,failed,
10176,failed,
10177,failed,
10178,failed,
10179,failed,
10180,failed,
10181,failed,
10182,failed,
10183,failed,
10184,failed,
10185,failed,
10186,failed,
10187,failed,
10188,failed,
10189,failed,
10190,failed,
10191,failed,
10192,failed,
10193,failed,
10194,failed,
10195,failed,
10196,failed,
10197,failed,
10198,failed,
10199,failed,
10287,failed,
10288,failed,
10289,failed,
10290,failed,
10291,failed,
10292,failed,
10293,failed,
10294,failed,
10295,failed,
10296,failed,
10297,failed,
10298,failed,
10299,failed,
10300,failed,
10305,failed,
10306,failed,
10307,failed,
10308,failed,
10309,failed,
10310,failed,
10311,failed,
10312,failed,
10313,failed,
10314,failed,
10315,failed,
10316,failed,
10317,failed,
10318,failed,
10319,failed,
10320,failed,
10321,failed,
10322,failed,
10323,failed,
10324,failed,
10325,failed,
10326,failed,
10327,failed,
10328,failed,
10329,failed,
10330,failed,
10331,failed,
10332,failed,
10333,failed,
10334,failed,
10335,failed,
10336,failed,
10337,failed,
10338,failed,
10339,failed,
10340,failed,
10341,failed,
10342,failed,
10343,failed,
10344,failed,
10345,failed,
10346,failed,
10347,failed,
10348,failed,
10349,failed,
10350,failed,
10351,failed,
10352,failed,
10353,failed,
10354,failed,
10355,failed,
10356,failed,
10357,failed,
10358,failed,
10359,failed,
10360,failed,
10361,failed,
10362,failed,
10363,failed,
10364,failed,
10365,failed,
10366,failed,
10367,failed,
10368,failed,
10568,failed,
10569,failed,
10570,failed,
10571,failed,
10572,failed,
10573,failed,
10574,failed,
10575,failed,
10576,failed,
10577,success,home team
10578,success,home team
10579,success,home team
10580,success,home team
10581,success,home team
10582,success,home team
10583,success,home team
10589,success,home team
10590,success,home team
10591,success,home team
10592,success,home team
10593,success,home team
10610,success,home team
10611,success,home team
10612,success,home team
10613,success,home team
10614,success,home team
10627,success,home team
10628,success,home team
10629,success,home team
10630,success,home team
10631,success,home team
10632,success,home team
10633,success,home team
10634,success,home team
10635,success,home team
10648,success,home team
10649,success,home team
10650,success,home team
10651,success,home team
10652,success,home team
10653,success,home team
10654,success,home team
10655,success,home team
10656,success,home team
10657,success,home team
10658,success,home team
10659,success,home team
10660,success,home team
10661,success,home team
10662,success,home team
10679,success,home team
10680,success,home team
10681,success,home team
10682,success,home team
10683,success,home team
10684,success,home team
10685,success,home team
10686,success,home team
10687,success,home team
10688,success,home team
10689,success,home team
10690,success,home team
10691,success,home team
10692,success,home team
10693,success,home team
10694,success,home team
10695,success,home team
10696,success,home team
10697,success,home team
10698,success,home team
10702,success,home team
10703,success,home team
10704,success,home team
10705,success,home team
10706,success,home team
10707,success,home team
10708,success,home team
10709,success,home team
10710,success,home team
10711,success,home team
10712,success,home team
10713,success,home team
10714,success,home team
10715,success,home team
10716,success,home team
10717,success,home team
10718,success,home team
10719,success,home team
10720,success,home team
10721,success,home team
10722,success,home team
10723,success,home team
10724,success,home team
10725,success,home team
10726,success,home team
10727,success,home team
10728,success,home team
10729,success,home team
10730,success,home team
10731,success,home team
10732,success,home team
10733,success,home team
10734,success,home team
10735,success,home team
10736,success,home team
10737,success,home team
10756,success,away team
10757,success,away team
10758,success,away team
10759,success,away team
10760,success,away team
10761,success,away team
10762,success,away team
10763,success,away team
10764,success,away team
10765,success,away team
10766,success,away team
10767,success,away team
10768,success,away team
10769,success,away team
10770,success,away team
10777,success,away team
10778,failed,
10779,failed,
10780,failed,
10781,failed,
10782,failed,
10783,failed,
10784,failed,
10785,failed,
10786,failed,
10787,failed,
10788,failed,
10789,failed,
10790,failed,
10791,failed,
10792,failed,
10793,failed,
10794,failed,
10795,failed,
10796,failed,
10797,failed,
10798,failed,
10799,failed,
10800,failed,
10801,failed,
10802,failed,
10803,failed,
10804,failed,
10805,failed,
10806,failed,
10807,failed,
10808,failed,
10809,failed,
10810,failed,
10811,failed,
10812,failed,
10813,failed,
10912,success,away team
10913,success,away team
10914,success,away team
10915,success,away team
10916,success,away team
10917,success,away team
10918,success,away team
10934,success,home team
10935,success,home team
10936,success,home team
10937,success,home team
10938,success,home team
10939,success,home team
10940,success,home team
10941,success,home team
10942,success,home team
10957,success,home team
10958,success,home team
10959,success,home team
10960,success,home team
10961,success,home team
10962,success,home team
10963,success,home team
10964,success,home team
10965,success,home team
10966,success,home team
10967,success,home team
10968,success,home team
10969,success,home team
10970,success,home team
10971,success,home team
10972,success,home team
10973,success,home team
10974,success,home team
10975,success,home team
10976,success,home team
10977,success,home team
10978,success,home team
10979,success,home team
10980,success,home team
10981,success,home team
10982,success,home team
10983,success,home team
10984,success,home team
10985,success,home team
10986,success,home team
10987,success,home team
10988,success,home team
10989,success,home team
10990,success,home team
10991,success,home team
10992,success,home team
10993,success,home team
10994,success,home team
10995,success,home team
10996,success,home team
10997,success,home team
10998,success,home team
10999,success,home team
11000,success,home team
11001,success,home team
11002,success,home team
11003,success,home team
11004,success,home team
11005,success,home team
11006,success,home team
11007,success,home team
11008,success,home team
11009,success,home team
11010,success,home team
11011,success,home team
11012,success,home team
11013,success,home team
11014,success,home team
11015,success,home team
11021,success,away team
11022,success,away team
11023,success,away team
11024,success,away team
11025,success,away team
11026,success,away team
11027,success,away team
11057,failed,
11058,failed,
11059,failed,
11060,failed,
11061,failed,
11062,failed,
11063,failed,
11064,failed,
11065,failed,
11066,failed,
11067,failed,
11068,failed,
11069,failed,
11070,failed,
11071,failed,
11072,failed,
11073,failed,
11074,failed,
11075,failed,
11076,failed,
11077,failed,
11078,failed,
11079,failed,
11080,failed,
11081,failed,
11082,failed,
11083,failed,
11084,failed,
11085,failed,
11086,failed,
11087,failed,
11088,failed,
11089,failed,
11090,failed,
11091,failed,
11092,failed,
11093,failed,
11094,failed,
11095,failed,
11096,failed,
11097,failed,
11098,failed,
11099,failed,
11100,failed,
11101,failed,
11102,failed,
11607,failed,
11608,failed,
11609,failed,
11610,failed,
11611,failed,
11612,failed,
11613,failed,
11614,failed,
11615,failed,
11616,failed,
11617,failed,
11618,failed,
11619,failed,
11620,failed,
11621,failed,
11630,failed,
11631,failed,
11632,failed,
11633,failed,
11634,failed,
11635,failed,
11636,failed,
11637,failed,
11638,failed,
11639,failed,
11640,failed,
11641,failed,
11642,failed,
11643,failed,
11644,failed,
11645,failed,
11646,failed,
11647,failed,
11648,failed,
11659,failed,
11660,success,home team
11661,success,home team
11662,success,home team
11663,success,home team
11664,success,home team
11665,success,home team
11681,success,home team
11682,success,home team
11683,success,home team
11684,success,home team
11685,success,home team
11686,success,home team
11687,success,home team
11709,success,home team
11710,success,home team
11711,success,home team
11712,success,home team
11713,success,home team
11714,success,home team
11715,success,home team
11716,success,home team
11717,success,home team
11718,success,home team
11719,success,home team
11724,success,home team
11725,success,home team
11726,success,home team
11727,success,home team
11728,success,home team
11729,success,home team
11730,success,home team
11731,success,home team
11732,success,home team
11733,success,home team
11734,success,home team
11735,success,home team
11736,success,home team
11737,success,home team
11766,success,home team
11767,success,home team
11768,success,home team
11769,success,home team
11770,success,home team
11771,success,home team
11772,success,home team
11773,success,home team
11774,success,home team
11775,success,home team
11776,success,home team
11777,success,home team
11778,success,home team
11779,success,home team
11783,success,home team
11784,success,home team
11785,success,home team
11786,success,home team
11787,success,home team
11788,success,home team
11789,success,home team
11790,success,home team
11791,success,home team
11792,success,home team
11793,success,home team
11794,success,home team
11795,success,home team
11796,success,home team
11797,success,home team
11798,success,home team
11799,success,home team
11800,success,home team
11801,success,home team
11802,success,home team
11803,success,home team
11804,success,home team
11805,success,home team
11806,success,home team
11807,success,home team
11808,success,home team
11809,success,home team
11810,success,home team
11811,success,home team
11812,success,home team
11813,success,home team
11814,success,home team
11815,success,home team
11816,success,home team
11817,success,home team
11818,success,home team
11819,success,home team
11820,success,home team
11821,success,home team
11822,success,home team
11823,success,home team
11824,success,home team
11825,success,home team
11826,success,home team
11841,success,away team
11842,success,away team
11843,success,away team
11844,success,away team
11845,success,away team
11846,success,away team
11847,success,away team
11848,success,away team
11849,success,away team
11872,success,away team
11873,success,away team
11874,success,away team
11875,success,away team
11876,success,away team
11877,success,away team
11878,success,away team
11879,success,away team
11880,success,away team
11881,success,away team
11882,success,away team
11883,success,away team
11884,success,away team
11885,success,away team
11886,success,away team
11887,success,away team
11888,success,away team
11889,success,away team
11890,success,away team
11891,success,away team
11892,success,away team
11893,success,away team
11894,success,away team
11895,success,away team
11896,success,away team
11897,success,away team
11898,success,away team
11899,success,away team
11900,success,away team
11901,success,away team
11902,success,away team
11903,success,away team
11904,success,away team
11905,success,away team
11906,success,away team
11907,success,away team
11908,success,away team
11909,success,away team
11910,success,away team
11911,success,away team
11912,success,away team
11913,success,away team
11914,success,away team
11915,success,away team
11916,success,away team
11917,success,away team
11918,success,away team
11919,success,away team
11920,success,away team
11921,success,away team
11922,success,away team
11923,success,away team
11924,success,away team
11925,success,away team
11926,success,away team
11927,success,away team
11928,success,away team
11929,success,away team
11930,success,away team
11931,success,away team
11936,success,away team
11937,success,away team
11938,success,away team
11939,success,away team
11940,success,away team
11941,success,away team
11942,success,away team
11943,success,away team
11944,success,away team
11945,success,away team
11946,success,away team
11951,success,away team
11952,success,away team
11953,success,away team
11954,success,away team
11955,success,away team
11956,success,away team
11957,success,away team
11958,success,away team
11959,success,away team
11960,success,away team
11961,success,away team
11986,success,away team
11987,success,away team
11988,success,away team
11989,success,away team
11990,success,away team
11991,success,away team
11992,success,away team
12006,success,away team
12007,success,away team
12008,success,away team
12009,success,away team
12010,success,away team
12011,success,away team
12012,success,away team
12013,success,away team
12014,success,away team
12015,success,away team
12016,success,away team
12017,success,away team
12021,success,away team
12022,success,away team
12023,success,away team
